metadata: history UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: history,overview: type,dates: when,dates: not before,dates: not after,dates: from,dates: to,dates: certainty,dates: calendar,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: annotator name(s),people: annotator ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: binder name(s),people: binder ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: bookseller name(s),people: bookseller ID(s),people: other name(s),people: other ID(s),former owners (person): standard name(s),former owners (person): birth,former owners (person): death,former owners (person): floruit not before,former owners (person): floruit not after,former owners (person): occupation,former owners (person): sex,former owners (person): nationality,former owners (person): lang knowledge,former owners (person): residence,former owners (person): affiliation,orgs: former owner name(s),orgs: former owner ID(s),orgs: patron name(s),orgs: patron ID(s),orgs: donor name(s),orgs: donor ID(s),orgs: other name(s),orgs: other ID(s),former owners (org): standard name(s),former owners (org): affiliation,former owners (org): latitude,former owners (org): longitude,former owners (org): settlement,former owners (org): country,places: name(s),places: ID(s),places: standard name(s),places: longitude,places: latitude,places: region,places: country
Eton Pote 425_hist_1,manuscript_15584,,Eton Pote 425,,manuscript,,Eton_425,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 425_hist_2,manuscript_15584,,Eton Pote 425,,manuscript,,Eton_425,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 431_hist_1,manuscript_15590,,Eton Pote 431,,manuscript,,Eton_431,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 431_hist_2,manuscript_15590,,Eton Pote 431,,manuscript,,Eton_431,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 357_hist_1,manuscript_15506,,Eton Pote 357,,manuscript,,Eton_357,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 357_hist_2,manuscript_15506,,Eton Pote 357,,manuscript,,Eton_357,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 419_hist_1,manuscript_15577,,Eton Pote 419,,manuscript,,Eton_419,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 419_hist_2,manuscript_15577,,Eton Pote 419,,manuscript,,Eton_419,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 418_hist_1,manuscript_15576,,Eton Pote 418,,manuscript,,Eton_418,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 418_hist_2,manuscript_15576,,Eton Pote 418,,manuscript,,Eton_418,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 430_hist_1,manuscript_15589,,Eton Pote 430,,manuscript,,Eton_430,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 430_hist_2,manuscript_15589,,Eton Pote 430,,manuscript,,Eton_430,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 356_hist_1,manuscript_15505,,Eton Pote 356,,manuscript,,Eton_356,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 356_hist_2,manuscript_15505,,Eton Pote 356,,manuscript,,Eton_356,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 342_hist_1,manuscript_15491,,Eton Pote 342,,manuscript,,Eton_342,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 342_hist_2,manuscript_15491,,Eton Pote 342,,manuscript,,Eton_342,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 424_hist_1,manuscript_15583,,Eton Pote 424,,manuscript,,Eton_424,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 424_hist_2,manuscript_15583,,Eton Pote 424,,manuscript,,Eton_424,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 395_hist_1,manuscript_15549,,Eton Pote 395,,manuscript,,Eton_395,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 395_hist_2,manuscript_15549,,Eton Pote 395,,manuscript,,Eton_395,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 381_hist_1,manuscript_15534,,Eton Pote 381,,manuscript,,Eton_381,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 381_hist_2,manuscript_15534,,Eton Pote 381,,manuscript,,Eton_381,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECOM 8_hist_1,manuscript_16688,,ECOM 8,,manuscript,,ECOM_8,"This manuscript is part of a small collection of Islamic manuscripts held at Eton College Library, which are not part of the separate ‘Pote Collection’. (The Pote Collection was given in 1788 by Edward Ephraim Pote to Eton College and King’s College, Cambridge and is now held on loan at the Cambridge University Library).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECOM 8_hist_2,manuscript_16688,,ECOM 8,,manuscript,,ECOM_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 258(2)_hist_1,manuscript_15394,,Eton Pote 258(2),,manuscript,,Eton_258_2,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 258(2)_hist_2,manuscript_15394,,Eton Pote 258(2),,manuscript,,Eton_258_2,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 397_hist_1,manuscript_15551,,Eton Pote 397,,manuscript,,Eton_397,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 397_hist_2,manuscript_15551,,Eton Pote 397,,manuscript,,Eton_397,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 383_hist_1,manuscript_15536,,Eton Pote 383,,manuscript,,Eton_383,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 383_hist_2,manuscript_15536,,Eton Pote 383,,manuscript,,Eton_383,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 354_hist_1,manuscript_15503,,Eton Pote 354,,manuscript,,Eton_354,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 354_hist_2,manuscript_15503,,Eton Pote 354,,manuscript,,Eton_354,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 432_hist_1,manuscript_15591,,Eton Pote 432,,manuscript,,Eton_432,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 432_hist_2,manuscript_15591,,Eton Pote 432,,manuscript,,Eton_432,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 426_hist_1,manuscript_15585,,Eton Pote 426,,manuscript,,Eton_426,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 426_hist_2,manuscript_15585,,Eton Pote 426,,manuscript,,Eton_426,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 340_hist_1,manuscript_15489,,Eton Pote 340,,manuscript,,Eton_340,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 340_hist_2,manuscript_15489,,Eton Pote 340,,manuscript,,Eton_340,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 368_hist_1,manuscript_15518,,Eton Pote 368,,manuscript,,Eton_368,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 368_hist_2,manuscript_15518,,Eton Pote 368,,manuscript,,Eton_368,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 427_hist_1,manuscript_15586,,Eton Pote 427,,manuscript,,Eton_427,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 427_hist_2,manuscript_15586,,Eton Pote 427,,manuscript,,Eton_427,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 341_hist_1,manuscript_15490,,Eton Pote 341,,manuscript,,Eton_341,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 341_hist_2,manuscript_15490,,Eton Pote 341,,manuscript,,Eton_341,Gift of Edward Ephraim Pote (d.1832) in 1788.,,,,,,,,,,,,,,,,,,,,,,,Edward Ephraim Pote (d.1832),person_f5696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eton Pote 355_hist_1,manuscript_15504,,Eton Pote 355,,manuscript,,Eton_355,"The ""Pote Collection"" arrived in England from India in 1790 and was divided between the Colleges of Eton and King's, Cambridge, with the second half alphabetically going to Eton. Both halves of the collection are now housed in Cambridge University Library on permanent loan. Most if not all of the manuscripts had previously been owned by Colonel Antoine-Louis Henri Polier (1741–1795).",,,,,,,,,,,,,,,,,,,,,,,Colonel Antoine-Louis Henri Polier (1741–1795),person_7537069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
